woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
śląskie,m. Bielsko-Biała,2019,252461011000,94,149.0,249.0,1076.0,550.0,36.0,490.0
śląskie,m. Bytom,2019,252462011000,60,269.0,278.0,906.0,395.0,26.0,485.0
śląskie,m. Chorzów,2019,252463011000,23,118.0,151.0,373.0,203.0,14.0,156.0
śląskie,m. Częstochowa,2019,252464011000,29,263.0,346.0,1055.0,625.0,192.0,238.0
śląskie,m. Dąbrowa Górnicza,2019,252465011000,40,175.0,198.0,307.0,148.0,19.0,140.0
śląskie,m. Gliwice,2019,252466011000,40,89.0,270.0,838.0,313.0,45.0,480.0
śląskie,m. Jastrzębie-Zdrój,2019,252467011000,46,324.0,244.0,802.0,404.0,45.0,353.0
śląskie,m. Jaworzno,2019,252468011000,60,178.0,164.0,431.0,166.0,14.0,251.0
śląskie,m. Katowice,2019,252469011000,78,141.0,350.0,1611.0,930.0,186.0,495.0
śląskie,m. Mysłowice,2019,252470011000,12,216.0,254.0,868.0,340.0,68.0,460.0
śląskie,m. Piekary Śląskie,2019,252471011000,27,94.0,99.0,396.0,151.0,20.0,225.0
śląskie,m. Ruda Śląska,2019,252472011000,78,87.0,167.0,606.0,212.0,26.0,368.0
śląskie,m. Rybnik,2019,252473011000,60,352.0,311.0,605.0,280.0,25.0,300.0
śląskie,m. Siemianowice Śląskie,2019,252474011000,12,6.0,113.0,315.0,156.0,9.0,150.0
śląskie,m. Sosnowiec,2019,252475011000,33,186.0,126.0,884.0,354.0,136.0,394.0
śląskie,m. Tychy,2019,252477011000,28,107.0,266.0,718.0,385.0,43.0,290.0
śląskie,m. Zabrze,2019,252478011000,60,238.0,179.0,1022.0,507.0,28.0,487.0
śląskie,m. Świętochłowice,2019,252476011000,19,22.0,91.0,519.0,276.0,110.0,133.0
śląskie,m. Żory,2019,252479011000,24,135.0,115.0,444.0,210.0,38.0,196.0
śląskie,mikołowski,2019,302408011000,55,117.0,159.0,463.0,208.0,15.0,240.0
śląskie,myszkowski,2019,302409023000,12,114.0,143.0,326.0,164.0,20.0,142.0
śląskie,pszczyński,2019,302410012000,44,201.0,212.0,526.0,236.0,38.0,252.0
śląskie,raciborski,2019,302411022000,30,171.0,164.0,494.0,244.0,20.0,230.0
śląskie,rybnicki,2019,302412013000,35,121.0,122.0,331.0,156.0,22.0,153.0
śląskie,tarnogórski,2019,302413011000,33,203.0,241.0,752.0,319.0,32.0,401.0
śląskie,wodzisławski,2019,302415052000,79,273.0,315.0,1006.0,454.0,76.0,476.0
śląskie,zawierciański,2019,302416032000,44,190.0,252.0,524.0,249.0,36.0,239.0
śląskie,żywiecki,2019,302417022000,30,355.0,367.0,819.0,391.0,81.0,347.0
świętokrzyskie,buski,2019,202601000000,15,166.0,219.0,341.0,169.0,99.0,73.0
świętokrzyskie,jędrzejowski,2019,302602012000,47,199.0,189.0,442.0,213.0,110.0,119.0
świętokrzyskie,kazimierski,2019,302603012000,12,131.0,146.0,200.0,121.0,39.0,40.0
świętokrzyskie,kielecki,2019,302604012000,59,491.0,683.0,1645.0,761.0,507.0,377.0
świętokrzyskie,konecki,2019,302605012000,9,229.0,204.0,464.0,177.0,163.0,124.0
świętokrzyskie,m. Kielce,2019,252661011000,0,370.0,692.0,251.0,212.0,6.0,33.0
świętokrzyskie,opatowski,2019,302606012000,2,48.0,96.0,251.0,117.0,79.0,55.0
świętokrzyskie,ostrowiecki,2019,302607022000,32,140.0,94.0,766.0,398.0,196.0,172.0
świętokrzyskie,pińczowski,2019,302608013000,3,105.0,98.0,335.0,174.0,108.0,53.0
świętokrzyskie,sandomierski,2019,302609022000,7,249.0,195.0,407.0,202.0,163.0,42.0
świętokrzyskie,skarżyski,2019,302610022000,40,84.0,190.0,303.0,250.0,31.0,22.0
świętokrzyskie,starachowicki,2019,302611022000,9,204.0,451.0,714.0,413.0,203.0,98.0
świętokrzyskie,staszowski,2019,302612012000,6,137.0,202.0,508.0,263.0,195.0,50.0
świętokrzyskie,włoszczowski,2019,302613012000,12,100.0,116.0,371.0,143.0,97.0,131.0
dolnośląskie,bolesławiecki,2018,300201011000,13,183.0,209.0,501.0,248.0,151.0,102.0
dolnośląskie,dzierżoniowski,2018,300202011000,33,186.0,243.0,900.0,466.0,136.0,298.0
dolnośląskie,górowski,2018,300204013000,10,66.0,64.0,109.0,67.0,15.0,27.0
dolnośląskie,głogowski,2018,200203000000,43,197.0,204.0,523.0,256.0,28.0,239.0
dolnośląskie,jaworski,2018,300205023000,17,114.0,124.0,289.0,175.0,70.0,44.0
dolnośląskie,kamiennogórski,2018,300207011000,31,82.0,106.0,215.0,101.0,10.0,104.0
dolnośląskie,karkonoski,2018,300206052000,39,101.0,127.0,358.0,143.0,134.0,81.0
dolnośląskie,kłodzki,2018,300208063000,45,205.0,206.0,792.0,360.0,127.0,305.0
dolnośląskie,legnicki,2018,300209011000,10,69.0,77.0,220.0,113.0,30.0,77.0
dolnośląskie,lubański,2018,300210033000,10,54.0,74.0,151.0,79.0,29.0,43.0
dolnośląskie,lubiński,2018,300211011000,57,260.0,286.0,1077.0,504.0,131.0,442.0
dolnośląskie,lwówecki,2018,300212013000,23,103.0,130.0,235.0,128.0,20.0,87.0
dolnośląskie,m. Jelenia Góra,2018,250261011000,31,36.0,214.0,49.0,41.0,2.0,6.0
dolnośląskie,m. Legnica,2018,250262011000,20,40.0,171.0,663.0,271.0,217.0,175.0
dolnośląskie,m. Wałbrzych,2018,250265011000,113,171.0,103.0,947.0,368.0,285.0,294.0
dolnośląskie,m. Wrocław,2018,250264011000,186,540.0,1023.0,7099.0,3415.0,2144.0,1540.0
dolnośląskie,milicki,2018,300213012000,11,64.0,72.0,181.0,102.0,28.0,51.0
dolnośląskie,oleśnicki,2018,300214023000,10,84.0,109.0,384.0,155.0,54.0,175.0
dolnośląskie,oławski,2018,300215022000,10,94.0,124.0,208.0,115.0,47.0,46.0
dolnośląskie,polkowicki,2018,300216013000,13,110.0,115.0,633.0,331.0,138.0,164.0
dolnośląskie,strzeliński,2018,300217012000,11,58.0,78.0,262.0,148.0,16.0,98.0
dolnośląskie,trzebnicki,2018,300220013000,12,91.0,119.0,353.0,246.0,56.0,51.0
dolnośląskie,wałbrzyski,2018,300221011000,10,62.0,79.0,262.0,133.0,45.0,84.0
dolnośląskie,wołowski,2018,300222013000,3,82.0,87.0,111.0,79.0,11.0,21.0
dolnośląskie,wrocławski,2018,300223012000,45,199.0,235.0,530.0,288.0,55.0,187.0
dolnośląskie,zgorzelecki,2018,300225033000,30,84.0,128.0,641.0,372.0,124.0,145.0
dolnośląskie,ząbkowicki,2018,300224013000,10,184.0,203.0,354.0,215.0,81.0,58.0
dolnośląskie,złotoryjski,2018,300226032000,6,86.0,98.0,310.0,138.0,38.0,134.0
dolnośląskie,średzki,2018,300218012000,7,42.0,57.0,200.0,118.0,39.0,43.0
dolnośląskie,świdnicki,2018,300219032000,63,345.0,356.0,1329.0,559.0,306.0,464.0
kujawsko - pomorskie,aleksandrowski,2018,200401000000,30,60.0,79.0,137.0,74.0,6.0,57.0
kujawsko - pomorskie,brodnicki,2018,300402022000,14,182.0,201.0,660.0,300.0,174.0,186.0
kujawsko - pomorskie,bydgoski,2018,300403012000,53,223.0,272.0,768.0,328.0,197.0,243.0
kujawsko - pomorskie,chełmiński,2018,200404000000,15,106.0,137.0,241.0,120.0,65.0,56.0
kujawsko - pomorskie,golubsko-dobrzyński,2018,300405022000,16,97.0,110.0,269.0,122.0,34.0,113.0
kujawsko - pomorskie,grudziądzki,2018,300406012000,18,69.0,70.0,281.0,98.0,76.0,107.0
kujawsko - pomorskie,inowrocławski,2018,300407022000,29,270.0,360.0,818.0,500.0,107.0,211.0
kujawsko - pomorskie,lipnowski,2018,300408022000,10,195.0,191.0,381.0,213.0,63.0,105.0
kujawsko - pomorskie,m. Bydgoszcz,2018,250461011000,25,532.0,539.0,1166.0,669.0,169.0,328.0
kujawsko - pomorskie,m. Grudziądz,2018,250462011000,45,91.0,183.0,663.0,270.0,29.0,364.0
kujawsko - pomorskie,m. Toruń,2018,250463011000,24,258.0,258.0,568.0,494.0,42.0,32.0
kujawsko - pomorskie,m. Włocławek,2018,250464011000,61,255.0,381.0,438.0,381.0,35.0,22.0
kujawsko - pomorskie,mogileński,2018,300409012000,6,52.0,59.0,168.0,85.0,37.0,46.0
kujawsko - pomorskie,nakielski,2018,300410013000,33,232.0,252.0,435.0,218.0,48.0,169.0
kujawsko - pomorskie,radziejowski,2018,300411022000,4,64.0,64.0,157.0,79.0,27.0,51.0
kujawsko - pomorskie,rypiński,2018,300412022000,5,40.0,60.0,109.0,65.0,1.0,43.0
kujawsko - pomorskie,sępoleński,2018,300413013000,26,124.0,104.0,215.0,99.0,29.0,87.0
kujawsko - pomorskie,toruński,2018,300415011000,29,95.0,121.0,287.0,159.0,61.0,67.0
kujawsko - pomorskie,tucholski,2018,300416012000,15,100.0,106.0,349.0,116.0,114.0,119.0
kujawsko - pomorskie,wąbrzeski,2018,300417022000,5,73.0,82.0,113.0,72.0,29.0,12.0
kujawsko - pomorskie,włocławski,2018,300418022000,6,110.0,127.0,282.0,137.0,61.0,84.0
kujawsko - pomorskie,świecki,2018,300414012000,52,183.0,223.0,558.0,198.0,166.0,194.0
kujawsko - pomorskie,żniński,2018,300419013000,23,182.0,188.0,511.0,249.0,126.0,136.0
lubelskie,bialski,2018,200601000000,26,312.0,354.0,845.0,448.0,74.0,323.0
lubelskie,biłgorajski,2018,300602022000,18,246.0,253.0,802.0,384.0,115.0,303.0
lubelskie,chełmski,2018,300603022000,22,166.0,218.0,564.0,314.0,54.0,196.0
lubelskie,chełmski,2018,300606082000,5,13.0,25.0,65.0,29.0,2.0,34.0
lubelskie,hrubieszowski,2018,300604022000,12,211.0,326.0,590.0,397.0,94.0,99.0
lubelskie,janowski,2018,300605012000,12,91.0,107.0,275.0,137.0,41.0,97.0
lubelskie,krasnostawski,2018,300606022000,9,135.0,214.0,454.0,218.0,56.0,180.0
lubelskie,kraśnicki,2018,300607023000,10,188.0,288.0,653.0,388.0,117.0,148.0
lubelskie,lubartowski,2018,300608022000,33,189.0,186.0,624.0,298.0,41.0,285.0
lubelskie,lubelski,2018,300609013000,60,317.0,488.0,1082.0,596.0,110.0,376.0
lubelskie,m. Biała Podlaska,2018,250661011000,10,97.0,121.0,588.0,288.0,24.0,276.0
lubelskie,m. Chełm,2018,250662011000,14,110.0,169.0,327.0,220.0,34.0,73.0
lubelskie,m. Lublin,2018,250663011000,131,843.0,813.0,2238.0,1069.0,186.0,983.0
lubelskie,m. Zamość,2018,250664011000,13,66.0,205.0,446.0,226.0,43.0,177.0
lubelskie,opolski,2018,300612012000,18,153.0,218.0,464.0,265.0,50.0,149.0
lubelskie,parczewski,2018,300613012000,18,82.0,111.0,317.0,156.0,19.0,142.0
lubelskie,puławski,2018,300614022000,54,261.0,280.0,821.0,424.0,80.0,317.0
lubelskie,radzyński,2018,300615022000,12,160.0,183.0,285.0,197.0,12.0,76.0
lubelskie,rycki,2018,300616011000,17,137.0,178.0,418.0,218.0,65.0,135.0
lubelskie,tomaszowski,2018,300618022000,20,175.0,250.0,525.0,304.0,38.0,183.0
lubelskie,włodawski,2018,300619022000,4,89.0,105.0,220.0,151.0,30.0,39.0
lubelskie,zamojski,2018,300620012000,12,183.0,239.0,599.0,327.0,43.0,229.0
lubelskie,łukowski,2018,300611032000,25,278.0,276.0,847.0,432.0,79.0,336.0
lubelskie,łęczyński,2018,300610012000,22,108.0,153.0,353.0,206.0,33.0,114.0
lubelskie,świdnicki,2018,300617022000,27,192.0,206.0,485.0,255.0,60.0,170.0
lubuskie,gorzowski,2018,300801022000,17,69.0,95.0,146.0,86.0,25.0,35.0
lubuskie,krośnieński,2018,300802022000,13,64.0,67.0,139.0,51.0,38.0,50.0
lubuskie,m. Gorzów Wielkopolski,2018,250861011000,36,251.0,247.0,503.0,406.0,42.0,55.0
lubuskie,m. Zielona Góra,2018,250862011000,78,179.0,319.0,2159.0,1510.0,515.0,134.0
lubuskie,międzyrzecki,2018,300803012000,27,91.0,127.0,439.0,246.0,138.0,55.0
lubuskie,nowosolski,2018,300804023000,177,264.0,261.0,401.0,289.0,82.0,30.0
lubuskie,strzelecko-drezdenecki,2018,300806013000,15,64.0,75.0,194.0,121.0,33.0,40.0
lubuskie,sulęciński,2018,300807012000,10,12.0,65.0,68.0,29.0,22.0,17.0
lubuskie,słubicki,2018,300805013000,3,97.0,83.0,173.0,104.0,44.0,25.0
lubuskie,wschowski,2018,300812013000,2,98.0,141.0,482.0,187.0,144.0,151.0
lubuskie,zielonogórski,2018,300809013000,37,139.0,150.0,255.0,156.0,30.0,69.0
lubuskie,świebodziński,2018,300808012000,15,79.0,88.0,156.0,75.0,29.0,52.0
lubuskie,żagański,2018,300810032000,32,167.0,200.0,297.0,163.0,60.0,74.0
lubuskie,żarski,2018,300811032000,61,185.0,226.0,740.0,283.0,235.0,222.0
mazowieckie,białobrzeski,2018,301401013000,0,56.0,65.0,136.0,86.0,19.0,31.0
mazowieckie,ciechanowski,2018,201402000000,22,106.0,142.0,307.0,212.0,27.0,68.0
mazowieckie,garwoliński,2018,301403032000,10,300.0,427.0,837.0,513.0,117.0,207.0
mazowieckie,gostyniński,2018,301404011000,7,70.0,72.0,165.0,82.0,17.0,66.0
mazowieckie,grodziski,2018,301405032000,26,92.0,122.0,256.0,138.0,17.0,101.0
mazowieckie,grójecki,2018,301406012000,10,127.0,168.0,393.0,286.0,55.0,52.0
mazowieckie,kozienicki,2018,301407032000,4,84.0,111.0,167.0,133.0,29.0,5.0
mazowieckie,legionowski,2018,301408022000,14,134.0,190.0,568.0,414.0,100.0,54.0
mazowieckie,lipski,2018,301409012000,1,46.0,57.0,134.0,95.0,24.0,15.0
mazowieckie,m. Ostrołęka,2018,251461011000,9,63.0,63.0,277.0,134.0,10.0,133.0
mazowieckie,m. Płock,2018,251462011000,60,217.0,236.0,455.0,388.0,41.0,26.0
mazowieckie,m. Radom,2018,251463011000,77,420.0,578.0,3499.0,2671.0,417.0,411.0
mazowieckie,m. Siedlce,2018,251464011000,0,97.0,170.0,84.0,82.0,2.0,0.0
mazowieckie,m. st. Warszawa,2018,251465011000,418,1060.0,2290.0,9818.0,5890.0,1401.0,2527.0
mazowieckie,makowski,2018,301411022000,7,84.0,88.0,231.0,145.0,60.0,26.0
mazowieckie,miński,2018,301412042000,33,223.0,342.0,649.0,386.0,144.0,119.0
mazowieckie,mławski,2018,301413022000,17,133.0,159.0,526.0,413.0,43.0,70.0
mazowieckie,nowodworski,2018,301414022000,13,133.0,161.0,302.0,230.0,23.0,49.0
mazowieckie,ostrowski,2018,301416022000,9,124.0,180.0,338.0,238.0,62.0,38.0
mazowieckie,ostrołęcki,2018,301415012000,18,124.0,152.0,233.0,200.0,24.0,9.0
mazowieckie,otwocki,2018,301417032000,26,155.0,205.0,366.0,307.0,29.0,30.0
mazowieckie,piaseczyński,2018,301418013000,59,198.0,361.0,958.0,653.0,118.0,187.0
mazowieckie,pruszkowski,2018,301421033000,26,147.0,170.0,661.0,474.0,108.0,79.0
mazowieckie,przasnyski,2018,301422023000,15,111.0,107.0,367.0,172.0,18.0,177.0
mazowieckie,przysuski,2018,301423012000,8,61.0,87.0,173.0,129.0,17.0,27.0
mazowieckie,pułtuski,2018,301424012000,2,84.0,102.0,650.0,282.0,120.0,248.0
mazowieckie,płocki,2018,301419132000,36,134.0,166.0,465.0,277.0,94.0,94.0
mazowieckie,płoński,2018,301420032000,15,118.0,164.0,542.0,321.0,130.0,91.0
mazowieckie,radomski,2018,301425022000,46,205.0,296.0,586.0,407.0,47.0,132.0
mazowieckie,siedlecki,2018,301426012000,16,148.0,193.0,457.0,277.0,72.0,108.0
mazowieckie,sierpecki,2018,301427022000,5,56.0,78.0,154.0,105.0,33.0,16.0
mazowieckie,sochaczewski,2018,301428022000,46,123.0,175.0,282.0,225.0,40.0,17.0
mazowieckie,sokołowski,2018,301429022000,3,141.0,180.0,297.0,201.0,55.0,41.0
mazowieckie,szydłowiecki,2018,301430012000,5,25.0,42.0,70.0,61.0,9.0,0.0
mazowieckie,warszawski zachodni,2018,301432013000,28,87.0,108.0,409.0,260.0,60.0,89.0
mazowieckie,wołomiński,2018,301434052000,102,312.0,474.0,803.0,557.0,57.0,189.0
mazowieckie,wyszkowski,2018,301435012000,17,138.0,214.0,437.0,269.0,115.0,53.0
mazowieckie,węgrowski,2018,301433022000,11,213.0,208.0,468.0,303.0,63.0,102.0
mazowieckie,zwoleński,2018,301436012000,5,68.0,66.0,116.0,92.0,16.0,8.0
mazowieckie,łosicki,2018,301410012000,9,73.0,76.0,204.0,107.0,26.0,71.0
mazowieckie,żuromiński,2018,301437013000,2,38.0,49.0,112.0,107.0,4.0,1.0
mazowieckie,żyrardowski,2018,301438023000,8,88.0,136.0,292.0,199.0,19.0,74.0
małopolskie,bocheński,2018,201201000000,58,238.0,193.0,598.0,339.0,78.0,181.0
małopolskie,brzeski,2018,301202012000,11,155.0,167.0,448.0,250.0,47.0,151.0
małopolskie,chrzanowski,2018,301203013000,74,223.0,219.0,730.0,365.0,89.0,276.0
małopolskie,dąbrowski,2018,301204012000,8,67.0,75.0,167.0,95.0,26.0,46.0
małopolskie,gorlicki,2018,301205023000,21,179.0,166.0,452.0,265.0,36.0,151.0
małopolskie,krakowski,2018,301206012000,141,373.0,463.0,1180.0,652.0,158.0,370.0
małopolskie,limanowski,2018,301207032000,18,252.0,196.0,791.0,541.0,81.0,169.0
małopolskie,m. Kraków,2018,251261011000,275,729.0,744.0,1779.0,1290.0,228.0,261.0
małopolskie,m. Nowy Sącz,2018,251262011000,0,40.0,116.0,462.0,265.0,45.0,152.0
małopolskie,m. Tarnów,2018,251263011000,13,152.0,221.0,226.0,160.0,35.0,31.0
małopolskie,miechowski,2018,301208012000,13,101.0,108.0,243.0,161.0,12.0,70.0
małopolskie,myślenicki,2018,301209013000,31,154.0,161.0,495.0,266.0,33.0,196.0
małopolskie,nowosądecki,2018,301210022000,36,250.0,275.0,641.0,348.0,84.0,209.0
małopolskie,nowotarski,2018,301211032000,28,245.0,251.0,767.0,372.0,55.0,340.0
małopolskie,olkuski,2018,301212032000,21,143.0,175.0,324.0,209.0,37.0,78.0
małopolskie,oświęcimski,2018,301213023000,63,133.0,149.0,466.0,277.0,44.0,145.0
małopolskie,proszowicki,2018,301214012000,8,31.0,39.0,159.0,80.0,15.0,64.0
małopolskie,suski,2018,301215032000,27,198.0,203.0,446.0,273.0,32.0,141.0
małopolskie,tarnowski,2018,301216112000,35,225.0,289.0,615.0,345.0,68.0,202.0
małopolskie,tatrzański,2018,301217022000,10,51.0,40.0,254.0,114.0,36.0,104.0
małopolskie,wadowicki,2018,301218013000,38,199.0,194.0,781.0,417.0,18.0,346.0
małopolskie,wielicki,2018,301219012000,58,135.0,162.0,558.0,361.0,15.0,182.0
opolskie,brzeski,2018,301601011000,20,98.0,158.0,320.0,175.0,32.0,113.0
opolskie,głubczycki,2018,301602013000,14,63.0,69.0,216.0,100.0,16.0,100.0
opolskie,kluczborski,2018,301604013000,40,94.0,96.0,403.0,179.0,87.0,137.0
opolskie,krapkowicki,2018,301605013000,15,105.0,105.0,218.0,129.0,33.0,56.0
opolskie,kędzierzyńsko-kozielski,2018,301603022000,46,132.0,143.0,397.0,158.0,20.0,219.0
opolskie,m. Opole,2018,251661011000,50,137.0,213.0,641.0,486.0,94.0,61.0
opolskie,namysłowski,2018,301606012000,11,48.0,68.0,214.0,116.0,6.0,92.0
opolskie,nyski,2018,301607013000,61,367.0,457.0,1270.0,618.0,144.0,508.0
opolskie,oleski,2018,301608013000,13,56.0,72.0,168.0,94.0,18.0,56.0
opolskie,opolski,2018,301609012000,49,145.0,169.0,423.0,223.0,36.0,164.0
opolskie,prudnicki,2018,301610013000,18,94.0,93.0,244.0,130.0,10.0,104.0
opolskie,strzelecki,2018,301611012000,14,100.0,74.0,248.0,111.0,33.0,104.0
podkarpackie,bieszczadzki,2018,201801000000,5,39.0,44.0,131.0,79.0,5.0,47.0
podkarpackie,brzozowski,2018,201802000000,10,148.0,140.0,343.0,173.0,58.0,112.0
podkarpackie,dębicki,2018,301803023000,31,225.0,260.0,675.0,339.0,88.0,248.0
podkarpackie,jarosławski,2018,301804032000,10,165.0,186.0,382.0,247.0,29.0,106.0
podkarpackie,jasielski,2018,301805022000,24,376.0,265.0,331.0,230.0,36.0,65.0
podkarpackie,kolbuszowski,2018,301806012000,10,172.0,167.0,429.0,235.0,56.0,138.0
podkarpackie,krośnieński,2018,301807012000,26,269.0,294.0,467.0,260.0,80.0,127.0
podkarpackie,leski,2018,301821012000,5,44.0,55.0,48.0,46.0,2.0,0.0
podkarpackie,leżajski,2018,301808022000,7,154.0,197.0,385.0,208.0,39.0,138.0
podkarpackie,lubaczowski,2018,301809023000,6,60.0,67.0,91.0,65.0,5.0,21.0
podkarpackie,m. Krosno,2018,251861011000,9,63.0,99.0,384.0,320.0,48.0,16.0
podkarpackie,m. Przemyśl,2018,251862011000,14,160.0,153.0,550.0,243.0,47.0,260.0
podkarpackie,m. Rzeszów,2018,251863011000,118,372.0,300.0,576.0,334.0,54.0,188.0
podkarpackie,m. Tarnobrzeg,2018,251864011000,7,93.0,134.0,369.0,159.0,53.0,157.0
podkarpackie,mielecki,2018,301811022000,48,345.0,314.0,920.0,471.0,124.0,325.0
podkarpackie,niżański,2018,301812012000,25,119.0,123.0,320.0,160.0,32.0,128.0
podkarpackie,przemyski,2018,301813012000,31,100.0,127.0,253.0,114.0,47.0,92.0
podkarpackie,przeworski,2018,301814022000,47,187.0,178.0,201.0,147.0,29.0,25.0
podkarpackie,ropczycko-sędziszowski,2018,301815012000,15,187.0,183.0,260.0,166.0,26.0,68.0
podkarpackie,rzeszowski,2018,301816023000,50,325.0,331.0,820.0,383.0,187.0,250.0
podkarpackie,sanocki,2018,301817022000,30,182.0,238.0,570.0,236.0,178.0,156.0
podkarpackie,stalowowolski,2018,301818022000,47,192.0,188.0,346.0,210.0,51.0,85.0
podkarpackie,strzyżowski,2018,301819012000,51,108.0,148.0,98.0,75.0,15.0,8.0
podkarpackie,tarnobrzeski,2018,301820013000,11,144.0,149.0,450.0,204.0,130.0,116.0
podkarpackie,łańcucki,2018,301810022000,13,113.0,126.0,236.0,164.0,21.0,51.0
podlaskie,augustowski,2018,202001000000,26,144.0,174.0,501.0,225.0,176.0,100.0
podlaskie,białostocki,2018,202002000000,45,305.0,360.0,1176.0,483.0,394.0,299.0
podlaskie,bielski,2018,302003011000,10,85.0,94.0,358.0,145.0,124.0,89.0
podlaskie,grajewski,2018,302004011000,1,166.0,194.0,470.0,209.0,103.0,158.0
podlaskie,hajnowski,2018,302005022000,7,146.0,139.0,267.0,153.0,71.0,43.0
podlaskie,kolneński,2018,302006022000,7,111.0,119.0,404.0,181.0,130.0,93.0
podlaskie,m. Białystok,2018,252061011000,71,589.0,624.0,2273.0,1103.0,437.0,733.0
podlaskie,m. Suwałki,2018,252063011000,12,175.0,275.0,99.0,72.0,21.0,6.0
podlaskie,m. Łomża,2018,252062011000,11,34.0,134.0,276.0,234.0,13.0,29.0
podlaskie,moniecki,2018,302008013000,3,136.0,124.0,262.0,154.0,71.0,37.0
podlaskie,sejneński,2018,302009022000,2,65.0,71.0,200.0,95.0,73.0,32.0
podlaskie,siemiatycki,2018,302010023000,10,161.0,166.0,434.0,208.0,137.0,89.0
podlaskie,sokólski,2018,302011013000,16,254.0,287.0,610.0,313.0,110.0,187.0
podlaskie,suwalski,2018,302012012000,11,88.0,98.0,375.0,155.0,106.0,114.0
podlaskie,wysokomazowiecki,2018,302013023000,2,164.0,166.0,375.0,182.0,142.0,51.0
podlaskie,zambrowski,2018,302014022000,13,153.0,154.0,342.0,163.0,67.0,112.0
podlaskie,łomżyński,2018,302007013000,6,107.0,125.0,307.0,160.0,84.0,63.0
pomorskie,bytowski,2018,302201012000,24,101.0,111.0,376.0,165.0,56.0,155.0
pomorskie,chojnicki,2018,302202023000,27,195.0,205.0,610.0,406.0,94.0,110.0
pomorskie,człuchowski,2018,302203023000,8,84.0,106.0,239.0,145.0,37.0,57.0
pomorskie,gdański,2018,302204022000,50,131.0,162.0,558.0,206.0,76.0,276.0
pomorskie,kartuski,2018,302205012000,64,98.0,154.0,484.0,257.0,111.0,116.0
pomorskie,kościerski,2018,302206022000,51,95.0,138.0,403.0,176.0,59.0,168.0
pomorskie,kwidzyński,2018,302207022000,27,69.0,77.0,352.0,122.0,137.0,93.0
pomorskie,lęborski,2018,302208032000,29,134.0,141.0,894.0,332.0,282.0,280.0
pomorskie,m. Gdańsk,2018,252261011000,71,368.0,420.0,2137.0,1538.0,327.0,272.0
pomorskie,m. Gdynia,2018,252262011000,67,282.0,316.0,946.0,784.0,61.0,101.0
pomorskie,m. Sopot,2018,252264011000,22,45.0,52.0,185.0,156.0,13.0,16.0
pomorskie,m. Słupsk,2018,252263011000,23,99.0,126.0,424.0,350.0,24.0,50.0
pomorskie,malborski,2018,302209032000,24,185.0,216.0,523.0,203.0,194.0,126.0
pomorskie,nowodworski,2018,302210011000,19,99.0,107.0,233.0,106.0,55.0,72.0
pomorskie,pucki,2018,302211011000,52,134.0,141.0,622.0,215.0,132.0,275.0
pomorskie,starogardzki,2018,302213042000,53,160.0,191.0,1161.0,510.0,107.0,544.0
pomorskie,sztumski,2018,302216013000,25,52.0,111.0,148.0,104.0,13.0,31.0
pomorskie,słupski,2018,302212022000,58,214.0,209.0,452.0,210.0,97.0,145.0
pomorskie,tczewski,2018,302214023000,48,214.0,205.0,815.0,307.0,209.0,299.0
pomorskie,wejherowski,2018,302215042000,81,361.0,388.0,1312.0,516.0,187.0,609.0
warmińsko-mazurskie,bartoszycki,2018,302801011000,11,178.0,177.0,352.0,239.0,50.0,63.0
warmińsko-mazurskie,braniewski,2018,302802011000,3,144.0,133.0,317.0,181.0,30.0,106.0
warmińsko-mazurskie,działdowski,2018,302803011000,5,304.0,236.0,831.0,396.0,68.0,367.0
warmińsko-mazurskie,elbląski,2018,302804012000,22,169.0,169.0,610.0,296.0,78.0,236.0
warmińsko-mazurskie,ełcki,2018,202805000000,26,307.0,254.0,440.0,229.0,102.0,109.0
warmińsko-mazurskie,giżycki,2018,202806000000,8,80.0,63.0,407.0,201.0,106.0,100.0
warmińsko-mazurskie,gołdapski,2018,302818012000,36,98.0,135.0,162.0,104.0,8.0,50.0
warmińsko-mazurskie,iławski,2018,302807011000,19,202.0,196.0,566.0,316.0,106.0,144.0
warmińsko-mazurskie,kętrzyński,2018,302808022000,11,191.0,195.0,519.0,246.0,134.0,139.0
warmińsko-mazurskie,lidzbarski,2018,302809022000,21,163.0,111.0,346.0,173.0,40.0,133.0
warmińsko-mazurskie,m. Elbląg,2018,252861011000,49,148.0,303.0,2078.0,760.0,742.0,576.0
warmińsko-mazurskie,m. Olsztyn,2018,252862011000,27,234.0,536.0,794.0,436.0,313.0,45.0
warmińsko-mazurskie,mrągowski,2018,302810023000,13,88.0,80.0,220.0,131.0,51.0,38.0
warmińsko-mazurskie,nidzicki,2018,302811012000,7,81.0,69.0,191.0,104.0,43.0,44.0
warmińsko-mazurskie,nowomiejski,2018,302812022000,11,261.0,179.0,340.0,215.0,84.0,41.0
warmińsko-mazurskie,olecki,2018,302813032000,21,174.0,92.0,355.0,267.0,54.0,34.0
warmińsko-mazurskie,olsztyński,2018,302814013000,33,276.0,301.0,650.0,348.0,171.0,131.0
warmińsko-mazurskie,ostródzki,2018,302815022000,30,237.0,247.0,647.0,360.0,71.0,216.0
